data_year,Provider CCN,Hospital Name,City,State Code,County,Number of Beds,Net Patient Revenue,Less Total Operating Expense,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Net Income from Service to Patients,Net Income,Total Current Assets,Total Current Liabilities,Cash on Hand and in Banks,Temporary Investments,Total Assets,Total Liabilities,operating_margin_pct,current_ratio,days_cash_on_hand,debt_to_asset_ratio,outpatient_pct,Hospital Name_trend,State Code_trend,2017,2018,2019,2020,2021,2022,2023,years_available,margin_change_2017_2023,margin_change_2020_2023,current_margin_pct,cah_y3_margin_pct,reh_y3_margin_pct,margin_improvement,revenue_change,revenue_change_pct,solvency_improved,recommendation,hospital_name,state,scenario,year,revenue,costs,net_income,margin_pct,hospital_name_proj,state_proj,Count,Avg Margin %,Median Margin %,Std Margin %,Avg Revenue,Avg Days Cash,Avg Current Ratio
2017,451304,SCHLEICHER COUNTY MEDICAL CENTER,ELDORADO,TX,SCHLEICHER,14.0,3901168.0,5116184.0,772573.0,3414830.0,4187403.0,-1215016.0,-626808.0,2466375.0,1826085.0,335451.0,,2678173.0,1896131.0,-31.14492890334382,1.3506353756807596,,0.7079942184466799,81.5500681448621,SCHLEICHER COUNTY MEDICAL CENTER,TX,-31.14492890334382,-32.858906489410955,-22.26003383333252,-67.34471458801914,-37.41615436469755,-15.149540984290896,-34.982015891497944,7,-3.837086988154123,32.3626986965212,-34.982015891497944,-47.49849327906888,0.0,47.49849327906888,,,True,CONVERT,SCHLEICHER COUNTY MEDICAL CENTER,TX,CAH_Baseline,1.0,4666898.0,6488457.19,-1821559.1900000004,-39.0314763682429,SCHLEICHER COUNTY MEDICAL CENTER,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451353,CRANE COUNTY HOSPITAL DISTRICT,CRANE,TX,CRANE,25.0,6187960.0,7280385.0,2035526.0,6210677.0,8246203.0,-1092425.0,2297687.0,22442998.0,960532.0,18659007.0,2253864.0,26395457.0,1051814.0,-17.654041073310108,23.3651747156784,1048.4607496718925,0.0398482966216497,75.31559676617226,CRANE COUNTY HOSPITAL DISTRICT,TX,-17.654041073310108,-19.607339900861472,-24.661973718094305,-59.39380153804829,-47.07721573009332,-37.63303576100692,-58.40036150443323,7,-40.74632043112312,0.993440033615066,-58.40036150443323,-73.08835182565481,0.0,73.08835182565481,,,True,CONVERT,CRANE COUNTY HOSPITAL DISTRICT,TX,CAH_Baseline,1.0,6444181.0,10513834.18,-4069653.18,-63.15237234956622,CRANE COUNTY HOSPITAL DISTRICT,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451313,FISHER COUNTY HOSPITAL DISTRICT,ROTAN,TX,FISHER,14.0,6077029.0,9078443.0,1077121.0,7062470.0,8139591.0,-3001414.0,-1729479.0,3060012.0,2458089.0,382864.0,,4151219.0,2811264.0,-49.38949608435306,1.244874371920626,,0.677214090608084,86.76689037569578,FISHER COUNTY HOSPITAL DISTRICT,TX,-49.38949608435306,-49.826562074907045,-38.67614272848642,-21.0961329087676,-49.44063764075096,-41.3893397386555,-39.37880594050183,7,10.010690143851235,-18.282673031734227,-39.37880594050183,-52.30298447894673,0.0,52.30298447894673,,,True,CONVERT,FISHER COUNTY HOSPITAL DISTRICT,TX,CAH_Baseline,1.0,8115274.0,11650301.16,-3535027.16,-43.56017011871688,FISHER COUNTY HOSPITAL DISTRICT,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451323,ROLLINS BROOK COMMUNITY HOSPITAL CAH,LAMPASAS,TX,LAMPASAS,25.0,13887749.0,14475540.0,11313810.0,35240519.0,46554329.0,-587791.0,414401.0,14890217.0,2206760.0,11597327.0,,18929068.0,2219760.0,-4.232442565026197,6.747547082600736,,0.1172672632376829,75.69761987118319,ADVENTHEALTH ROLLINS BROOK,TX,,-4.352591509462147,10.193084765607562,-0.2676094261628723,10.989480598823354,14.91358622279485,4.315845141141084,6,,4.583454567303956,4.315845141141084,-4.556659486456325,0.0,4.556659486456325,,,False,EVALUATE,ADVENTHEALTH ROLLINS BROOK,TX,CAH_Baseline,1.0,21036575.0,20732529.07,304045.9299999997,1.4453204953753152,ADVENTHEALTH ROLLINS BROOK,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451350,PLAINS MEMORIAL HOSPITAL,DIMMITT,TX,CASTRO,17.0,7037230.0,11637529.0,1312480.0,7375743.0,8688223.0,-4600299.0,-891518.0,4512562.0,1477013.0,1818436.0,796760.0,21297798.0,13389002.0,-65.37087746172855,3.055194504042957,82.02312879306251,0.6286566338923865,84.8935737492005,PLAINS MEMORIAL HOSPITAL,TX,-65.37087746172855,-47.28700223765496,-26.21415613376541,-31.479302507117275,-43.36671306529946,-41.03621164518971,-26.79531437105576,7,38.5755630906728,4.683988136061519,-26.79531437105576,-38.55266348674064,0.0,38.55266348674064,,,True,CONVERT,PLAINS MEMORIAL HOSPITAL,TX,CAH_Baseline,1.0,10760135.0,14052647.41,-3292512.41,-30.59917380218743,PLAINS MEMORIAL HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451318,STONEWALL MEMORIAL HOSPITAL,ASPERMONT,TX,STONEWALL,20.0,6379885.0,8444859.0,1824953.0,6626287.0,8451240.0,-2064974.0,-453736.0,3081052.0,951914.0,647663.0,465000.0,5313624.0,994504.0,-32.36694705312087,3.2366915498669,48.091033254670094,0.1871611540447724,78.40609188710769,STONEWALL MEMORIAL HOSPITAL,TX,-32.36694705312087,-19.793601107799397,-48.34618350443733,-33.80006454911717,-59.77297448925674,-20.49876355474812,-19.766858382722003,7,12.600088670398865,14.033206166395164,-19.766858382722003,-30.87247985997667,0.0,30.87247985997667,,,True,CONVERT,STONEWALL MEMORIAL HOSPITAL,TX,CAH_Baseline,1.0,9077487.0,11197975.63,-2120488.630000001,-23.35986413420367,STONEWALL MEMORIAL HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451362,CLAY COUNTY MEMORIAL HOSPITAL,HENRIETTA,TX,CLAY,25.0,4904016.0,8277655.0,1205025.0,10657935.0,11862960.0,-3373639.0,-803508.0,-8861396.0,-10833511.0,-9573894.0,,-9279757.0,-10533270.0,-68.79339300687437,0.817961600814362,,1.135080369022594,89.84212203362398,CLAY COUNTY MEMORIAL HOSPITAL,TX,-68.79339300687437,-34.0172132570186,-17.908430748317,-21.329133898521956,7.583383479368885,6.906855299191733,-16.64090294879949,7,52.15249005807488,4.688230949722463,-16.64090294879949,-27.45666395653282,0.0,27.45666395653282,,,True,CONVERT,CLAY COUNTY MEMORIAL HOSPITAL,TX,CAH_Baseline,1.0,9015262.0,10830947.49,-1815685.49,-20.14013003726348,CLAY COUNTY MEMORIAL HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,371336,NEWMAN MEMORIAL HOSPITAL,SHATTUCK,OK,ELLIS,25.0,37969551.0,30769555.0,1035490.0,38014195.0,39049685.0,7199996.0,8206377.0,7136731.0,1114369.0,4678719.0,,16023318.0,6396776.0,18.96255238835982,6.404279910873329,,0.3992166915741171,97.34827566470766,NEWMAN MEMORIAL HOSPITAL,OK,18.96255238835982,-79.23617179979108,-43.69786751104037,-30.73404290918048,-34.540630820746024,-24.438998375356874,-16.00740835736289,7,-34.96996074572272,14.726634551817586,-16.00740835736289,-26.764427312116077,0.0,26.764427312116077,,,True,CONVERT,NEWMAN MEMORIAL HOSPITAL,OK,CAH_Baseline,1.0,12351456.0,14758462.12,-2407006.120000001,-19.487630608083784,NEWMAN MEMORIAL HOSPITAL,OK,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451345,CROSBYTON CLINIC HOSPITAL,CROSBYTON,TX,CROSBY,25.0,4292012.0,6136900.0,1515953.0,6113398.0,7629351.0,-1844888.0,-1148929.0,2839580.0,336931.0,1963201.0,,3746150.0,336931.0,-42.98422278409287,8.427778981453176,,0.0899406056885068,80.12998746551312,CROSBYTON CLINIC HOSPITAL,TX,-42.98422278409287,-36.43897036498581,-56.94243749549245,-360.6969746790561,-339.67985444114703,-265.6559737371064,,6,,,,,,,,,,,,,,,,,,,,,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,BORGER,TX,HUTCHINSON,25.0,16523601.0,28366393.0,16847607.0,31672495.0,48520102.0,-11842792.0,1073532.0,8387233.0,6076878.0,10123.0,,10094354.0,2938129.0,-71.6719799757934,1.3801878201273745,,0.2910665704808846,65.27705774402536,GOLDEN PLAINS COMMUNITY HOSPITAL,TX,-71.6719799757934,-64.79275922756696,-46.6741820063051,-47.69034939641227,-42.31282071511182,-60.40509807367308,-15.130762171908508,7,56.5412178038849,32.559587224503765,-15.130762171908508,-25.806492355823075,0.0,25.806492355823075,,,True,CONVERT,GOLDEN PLAINS COMMUNITY HOSPITAL,TX,CAH_Baseline,1.0,31027016.0,36793289.2,-5766273.200000003,-18.58468503706577,GOLDEN PLAINS COMMUNITY HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,371338,HARMON MEMORIAL HOSPITAL,HOLLIS,OK,,22.0,2492162.0,3237140.0,1615595.0,3053022.0,4668617.0,-744978.0,-163328.0,1415810.0,2421075.0,-776094.0,,1903266.0,2421075.0,-29.89284003206854,0.5847856840453105,,1.2720633899833234,65.39456974088901,HARMON MEMORIAL HOSPITAL,OK,-29.89284003206854,6.002804706973936,-26.49242502253056,-28.54809708781548,-43.260857240988734,-8.586570406781824,-16.500645174997285,7,13.392194857071257,12.047451912818191,-16.500645174997285,-27.30340050013926,0.0,27.30340050013926,,,True,CONVERT,HARMON MEMORIAL HOSPITAL,OK,CAH_Baseline,1.0,6024722.0,7229405.2,-1204683.2000000002,-19.995664530247208,HARMON MEMORIAL HOSPITAL,OK,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451342,MITCHELL COUNTY HOSPITAL,COLORADO CITY,TX,MITCHELL,25.0,13773405.0,17915337.0,4158284.0,19134759.0,23293043.0,-4141932.0,1725787.0,9106324.0,2240290.0,2363473.0,392067.0,23010676.0,6703848.0,-30.0719538850415,4.064796968249646,56.14028360169837,0.2913364214071764,82.1479572248246,MITCHELL COUNTY HOSPITAL,TX,-30.0719538850415,-20.014868788480214,-36.84845985556476,-68.62922631845427,-80.86641114369573,-34.896150785479016,-27.937087142273786,7,2.134866742767713,40.69213917618049,-27.937087142273786,-39.80030942171541,0.0,39.80030942171541,,,True,CONVERT,MITCHELL COUNTY HOSPITAL,TX,CAH_Baseline,1.0,17399305.0,22927968.92,-5528663.920000002,-31.77519975654201,MITCHELL COUNTY HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451326,CHILLICOTHE HOSPITAL DISTRICT,CHILLICOTHE,TX,HARDEMAN,21.0,796015.0,1925624.0,406412.0,924550.0,1330962.0,-1129609.0,-513751.0,362959.0,411907.0,67778.0,,775902.0,411907.0,-141.90800424615114,0.8811673508826021,,0.5308750331871809,69.46479313458987,CHILLICOTHE HOSPITAL DISTRICT,TX,-141.90800424615114,-220.85251566658707,,,,,,2,,,,,,,,,,,,,,,,,,,,,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,371331,CAH ACQUISITION CO #4 - DRUMRIGHT,DRUMRIGHT,OK,CREEK,15.0,7367221.0,11411907.0,8009751.0,23945633.0,31955384.0,-4044686.0,-1544434.0,1250132.0,-3417597.0,140656.0,,5389739.0,6186563.0,-54.90110857268976,-0.365792690009969,,1.147840925135707,74.93458066409092,CAH ACQUISITION CO #4 - DRUMRIGHT,OK,-54.90110857268976,,,,,,,1,,,-11.101335675829889,-21.403429229042576,0.0,21.403429229042576,,,True,CONVERT,DRUMRIGHT REGIONAL HOSPITAL,OK,CAH_Baseline,1.0,11086747.0,12687049.72,-1600302.720000001,-14.434375746104791,DRUMRIGHT REGIONAL HOSPITAL,OK,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451389,PECOS COUNTY MEMORIAL HOSPITAL,FORT STOCKTON,TX,PECOS,25.0,13952566.0,22525811.0,9922749.0,28101127.0,38023876.0,-8573245.0,-3049520.0,2827628.0,3710749.0,651905.0,,20150093.0,28041635.0,-61.445650929011904,0.7620100416384941,,1.3916379939288617,73.90389922374037,PECOS COUNTY MEMORIAL HOSPITAL,TX,-61.445650929011904,-78.03973461367568,-66.17863165817629,-56.69592607844413,-88.82217125073257,-80.4796616819633,-64.29716772747354,7,-2.851516798461631,-7.6012416490294115,-64.29716772747354,-79.53195119933898,0.0,79.53195119933898,,,True,CONVERT,PECOS COUNTY MEMORIAL HOSPITAL,TX,CAH_Baseline,1.0,9412018.0,15927589.37,-6515571.370000001,-69.22608275929775,PECOS COUNTY MEMORIAL HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451339,THROCKMORTON COUNTY HOSPITAL,THROCKMORTON,TX,THROCKMORTON,14.0,2270938.0,4522901.0,540938.0,2065991.0,2606929.0,-2251963.0,489928.0,1271541.0,416487.0,574831.0,,1873533.0,750284.0,-99.16444218204109,3.0530148600076354,,0.4004647903186119,79.24999108146021,THROCKMORTON COUNTY HOSPITAL,TX,-99.16444218204109,-102.19128818314884,-90.41878538647656,-100.59916796867046,-99.00461580172416,-93.4931701114301,-95.52970827087486,7,3.6347339111662222,5.069459697795594,-95.52970827087486,-113.66059152970828,0.0,113.66059152970828,,,True,CONVERT,THROCKMORTON COUNTY HOSPITAL,TX,CAH_Baseline,1.0,3035350.0,6113061.33,-3077711.33,-101.3955995190011,THROCKMORTON COUNTY HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451317,REFUGIO MEMORIAL HOSPITAL,REFUGIO,TX,REFUGIO,20.0,8299175.0,13663810.0,2305117.0,22180331.0,24485448.0,-5364635.0,-1389222.0,11025494.0,2723418.0,311962.0,7131390.0,18868166.0,2723418.0,-64.64058174457101,4.0484031463403705,198.83352300712613,0.1443393067455522,90.58576751383109,REFUGIO MEMORIAL HOSPITAL,TX,-64.64058174457101,-60.16981541399411,-49.972503342545,-52.93718172632927,-27.24467978786024,-43.73972989892562,-33.38179272095132,7,31.25878902361969,19.555389005377958,-33.38179272095132,-45.74988621458696,0.0,45.74988621458696,,,True,CONVERT,REFUGIO MEMORIAL HOSPITAL,TX,CAH_Baseline,1.0,14279311.0,19617381.03,-5338070.030000001,-37.38324650257986,REFUGIO MEMORIAL HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451340,SHAMROCK GENERAL HOSPITAL,SHAMROCK,TX,WHEELER,25.0,2667621.0,6477457.0,489702.0,2452647.0,2942349.0,-3809836.0,-237527.0,1196191.0,647657.0,52694.0,235.0,2297455.0,653933.0,-142.81773910161905,1.846951395568951,2.982510729133362,0.2846336489724499,83.35676699127126,SHAMROCK GENERAL HOSPITAL,TX,-142.81773910161905,-139.18618530450533,-141.91743432275675,-166.56338451192082,-86.6325749567414,-57.16869002596883,-83.25615414759267,7,59.56158495402636,83.30723036432815,-83.25615414759267,-100.2489475532365,0.0,100.2489475532365,,,True,CONVERT,SHAMROCK GENERAL HOSPITAL,TX,CAH_Baseline,1.0,4491280.0,8477463.41,-3986183.41,-88.75383877202046,SHAMROCK GENERAL HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,371335,CAH # 16 - HASKELL,STIGLER,OK,,25.0,4640832.0,6412845.0,8032421.0,12828133.0,20860554.0,-1772013.0,-393731.0,1305324.0,163324.0,6054.0,,1647902.0,1842550.0,-38.183088722022255,7.992236291053366,,1.1181186745328302,61.49468993009486,CAH # 16 - HASKELL,OK,-38.183088722022255,-24.652115949235075,-51.374150711240816,-775.558891017644,,,,4,,,0.7656896274697437,-8.436010270443878,0.0,8.436010270443878,,,False,EVALUATE,HASKELL REGIONAL HOSPITAL,OK,CAH_Baseline,1.0,15577983.0,15922465.12,-344482.12000000104,-2.211339683706171,HASKELL REGIONAL HOSPITAL,OK,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451309,MCCAMEY COUNTY HOSPITAL DISTRICT,MCCAMEY,TX,UPTON,11.0,6714826.0,13099946.0,1997711.0,5020123.0,7017834.0,-6385120.0,-777927.0,7873499.0,2706225.0,5773486.0,,37874995.0,25105551.0,-95.08988021431978,2.9094029506046244,,0.6628529191885042,71.53379518523806,MCCAMEY COUNTY HOSPITAL DISTRICT,TX,-95.08988021431978,-56.56805344083874,-132.258391989201,-66.3353430673612,-101.62435231057776,-96.96344489264568,-115.79362618992764,7,-20.703745975607877,-49.458283122566456,-115.79362618992764,-135.80352176564108,0.0,135.80352176564108,,,True,CONVERT,MCCAMEY COUNTY HOSPITAL DISTRICT,TX,CAH_Baseline,1.0,8238526.0,18311560.42,-10073034.420000002,-122.2674349756255,MCCAMEY COUNTY HOSPITAL DISTRICT,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,451334,PARKVIEW HOSPITAL,WHEELER,TX,WHEELER,15.0,4741162.0,8386388.0,1277851.0,5219170.0,6497021.0,-3645226.0,2797791.0,12612810.0,9567891.0,5307603.0,6054919.0,20122887.0,9567891.0,-76.88465401519711,1.3182434875146467,494.5300086282676,0.4754730769993391,80.33173973117833,PARKVIEW HOSPITAL,TX,-76.88465401519711,-81.62349081433624,-76.10568117644402,-84.33732474326693,-86.73855103596965,-110.01216331214746,-71.53152752916553,7,5.353126486031584,12.805797214101403,-71.53152752916553,-87.43713148236246,0.0,87.43713148236246,,,True,CONVERT,PARKVIEW HOSPITAL,TX,CAH_Baseline,1.0,6482652.0,11453385.76,-4970733.76,-76.67747335504049,PARKVIEW HOSPITAL,TX,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
2017,371323,WEATHERFORD REGIONAL HOSPITAL,WEATHERFORD,OK,CUSTER,25.0,15460961.0,18606803.0,6157523.0,30624768.0,36782291.0,-3145842.0,-2756177.0,6399203.0,2385737.0,2069236.0,1554913.0,16762656.0,12469795.0,-20.34700171612877,2.68227512085364,71.09305048266486,0.7439032931296806,83.2595446542468,WEATHERFORD REGIONAL HOSPITAL,OK,-20.34700171612877,9.04542593409264,-4.465603416647759,-11.338512684818156,-5.086748828195388,-9.05388088559325,-6.688064096671956,7,13.658937619456816,4.6504485881462,-6.688064096671956,-16.580928216164054,0.0,16.580928216164054,,,True,CONVERT,WEATHERFORD REGIONAL HOSPITAL,OK,CAH_Baseline,1.0,24807029.0,27260123.17,-2453094.170000002,-9.88870601957212,WEATHERFORD REGIONAL HOSPITAL,OK,193,-30.89,-20.29,59.97,14642612.55,169.39,3.77
